location code,2Digit,Sym,Branch Name General,Sierra Label - Branch Name,Location Type,Public,location lookup
nda0w,ND,NDR,New Dorp Branch,New Dorp Adult Learning Center,High Circ,0,NDR
ndar,ND,NDR,New Dorp Branch,New Dorp Adult Reference,High Circ,0,NDR
ndj,ND,NDR,New Dorp Branch,New Dorp Children,High Circ,1,NDR
ndj01,ND,NDR,New Dorp Branch,New Dorp Children's Reference,High Circ,0,NDR
ndj0a,ND,NDR,New Dorp Branch,New Dorp Children's Easy Book,High Circ,0,NDR
ndj0f,ND,NDR,New Dorp Branch,New Dorp Children's Fiction,High Circ,0,NDR
ndj0h,ND,NDR,New Dorp Branch,New Dorp Children's Holiday Book,High Circ,0,NDR
ndj0i,ND,NDR,New Dorp Branch,New Dorp Children's Picture Book,High Circ,0,NDR
ndj0l,ND,NDR,New Dorp Branch,New Dorp Children's World Languages,High Circ,0,NDR
ndj0n,ND,NDR,New Dorp Branch,New Dorp Children's Non-Fiction,High Circ,0,NDR
ndj0t,ND,NDR,New Dorp Branch,New Dorp Children's Fairy Tale,High Circ,0,NDR
ndj0v,ND,NDR,New Dorp Branch,New Dorp Children's Non-Print Media,High Circ,0,NDR
ndj0y,ND,NDR,New Dorp Branch,New Dorp Children's Young Reader,High Circ,0,NDR
ndjr,ND,NDR,New Dorp Branch,New Dorp Children's Reference,High Circ,0,NDR
ndy,ND,NDR,New Dorp Branch,New Dorp Young Adult,High Circ,1,NDR
ndy01,ND,NDR,New Dorp Branch,New Dorp YA Reference,High Circ,0,NDR
ndy0f,ND,NDR,New Dorp Branch,New Dorp YA Fiction,High Circ,0,NDR
ndy0l,ND,NDR,New Dorp Branch,New Dorp YA World Languages,High Circ,0,NDR
ndy0n,ND,NDR,New Dorp Branch,New Dorp YA Non-Fiction,High Circ,0,NDR
ndy0v,ND,NDR,New Dorp Branch,New Dorp YA Non-Print Media,High Circ,0,NDR
ndyr,ND,NDR,New Dorp Branch,New Dorp Young Adult Reference,High Circ,0,NDR
ndzzz,ND,NDR,New Dorp Branch,New Dorp (error code),High Circ,0,NDR
ns,NS,NSR,96th Street Branch,96th Street,High Circ,0,NSR
nsa,NS,NSR,96th Street Branch,96th Street Adult,High Circ,1,NSR
nsa01,NS,NSR,96th Street Branch,96th Street Reference,High Circ,0,NSR
nsa03,NS,NSR,96th Street Branch,96th Street Closed Shelf Reference,High Circ,0,NSR
nsa0f,NS,NSR,96th Street Branch,96th Street Fiction,High Circ,0,NSR
nsa0l,NS,NSR,96th Street Branch,96th Street World Languages,High Circ,0,NSR
nsa0n,NS,NSR,96th Street Branch,96th Street Non-Fiction,High Circ,0,NSR
nsa0v,NS,NSR,96th Street Branch,96th Street Non-Print Media,High Circ,0,NSR
nsar,NS,NSR,96th Street Branch,96th Street Adult Reference,High Circ,0,NSR
nsj,NS,NSR,96th Street Branch,96th Street Children,High Circ,1,NSR
nsj01,NS,NSR,96th Street Branch,96th Street Children's Reference,High Circ,0,NSR
nsj0a,NS,NSR,96th Street Branch,96th Street Children's Easy Book,High Circ,0,NSR
nsj0f,NS,NSR,96th Street Branch,96th Street Children's Fiction,High Circ,0,NSR
nsj0h,NS,NSR,96th Street Branch,96th Street Children's Holiday Book,High Circ,0,NSR
nsj0i,NS,NSR,96th Street Branch,96th Street Children's Picture Book,High Circ,0,NSR
nsj0l,NS,NSR,96th Street Branch,96th Street Children's World Languages,High Circ,0,NSR
nsj0n,NS,NSR,96th Street Branch,96th Street Children's Non-Fiction,High Circ,0,NSR
nsj0t,NS,NSR,96th Street Branch,96th Street Children's Fairy Tale,High Circ,0,NSR
nsj0v,NS,NSR,96th Street Branch,96th Street Children's Non-Print Media,High Circ,0,NSR
nsj0y,NS,NSR,96th Street Branch,96th Street Children's Young Reader,High Circ,0,NSR
nsjr,NS,NSR,96th Street Branch,96th Street Children's Reference,High Circ,0,NSR
nsy,NS,NSR,96th Street Branch,96th Street Young Adult,High Circ,1,NSR
nsy01,NS,NSR,96th Street Branch,96th Street YA Reference,High Circ,0,NSR
nsy0f,NS,NSR,96th Street Branch,96th Street YA Fiction,High Circ,0,NSR
nsy0l,NS,NSR,96th Street Branch,96th Street YA World Languages,High Circ,0,NSR
nsy0n,NS,NSR,96th Street Branch,96th Street YA Non-Fiction,High Circ,0,NSR
nsy0v,NS,NSR,96th Street Branch,96th Street YA Non-Print Media,High Circ,0,NSR
nsyr,NS,NSR,96th Street Branch,96th Street Young Adult Reference,High Circ,0,NSR
nszzz,NS,NSR,96th Street Branch,96th Street (error code),High Circ,0,NSR
os,OS,OS,Non-NYPL ReCAP,Offsite Requesting - ncip,,0,
ot,OT,OT,Ottendorfer Branch,Ottendorfer,High Circ,0,OT
ota,OT,OT,Ottendorfer Branch,Ottendorfer Adult,High Circ,1,OT
ota01,OT,OT,Ottendorfer Branch,Ottendorfer Reference,High Circ,0,OT
ota03,OT,OT,Ottendorfer Branch,Ottendorfer Closed Shelf Reference,High Circ,0,OT
ota0f,OT,OT,Ottendorfer Branch,Ottendorfer Fiction,High Circ,0,OT
ota0l,OT,OT,Ottendorfer Branch,Ottendorfer World Languages,High Circ,0,OT
ota0n,OT,OT,Ottendorfer Branch,Ottendorfer Non-Fiction,High Circ,0,OT
ota0v,OT,OT,Ottendorfer Branch,Ottendorfer Non-Print Media,High Circ,0,OT
otar,OT,OT,Ottendorfer Branch,Ottendorfer Adult Reference,High Circ,0,OT
otj,OT,OT,Ottendorfer Branch,Ottendorfer Children,High Circ,1,OT
otj01,OT,OT,Ottendorfer Branch,Ottendorfer Children's Reference,High Circ,0,OT
otj0a,OT,OT,Ottendorfer Branch,Ottendorfer Children's Easy Book,High Circ,0,OT
otj0f,OT,OT,Ottendorfer Branch,Ottendorfer Children's Fiction,High Circ,0,OT
otj0h,OT,OT,Ottendorfer Branch,Ottendorfer Children's Holiday Book,High Circ,0,OT
otj0i,OT,OT,Ottendorfer Branch,Ottendorfer Children's Picture Book,High Circ,0,OT
otj0l,OT,OT,Ottendorfer Branch,Ottendorfer Children's World Languages,High Circ,0,OT
otj0n,OT,OT,Ottendorfer Branch,Ottendorfer Children's Non-Fiction,High Circ,0,OT
otj0t,OT,OT,Ottendorfer Branch,Ottendorfer Children's Fairy Tale,High Circ,0,OT
otj0v,OT,OT,Ottendorfer Branch,Ottendorfer Children's Non-Print Media,High Circ,0,OT
otj0y,OT,OT,Ottendorfer Branch,Ottendorfer Children's Young Reader,High Circ,0,OT
otjr,OT,OT,Ottendorfer Branch,Ottendorfer Children's Reference,High Circ,0,OT
oty,OT,OT,Ottendorfer Branch,Ottendorfer Young Adult,High Circ,1,OT
oty01,OT,OT,Ottendorfer Branch,Ottendorfer YA Reference,High Circ,0,OT
oty0f,OT,OT,Ottendorfer Branch,Ottendorfer YA Fiction,High Circ,0,OT
oty0l,OT,OT,Ottendorfer Branch,Ottendorfer YA World Languages,High Circ,0,OT
oty0n,OT,OT,Ottendorfer Branch,Ottendorfer YA Non-Fiction,High Circ,0,OT
oty0v,OT,OT,Ottendorfer Branch,Ottendorfer YA Non-Print Media,High Circ,0,OT
otyr,OT,OT,Ottendorfer Branch,Ottendorfer Young Adult Reference,High Circ,0,OT
otzzz,OT,OT,Ottendorfer Branch,Ottendorfer (error code),High Circ,0,OT
pk,PK,PKR,Parkchester Branch,Parkchester,Mixed Use,0,PKR
pka,PK,PKR,Parkchester Branch,Parkchester Adult,Mixed Use,1,PKR
pka01,PK,PKR,Parkchester Branch,Parkchester Reference,Mixed Use,0,PKR
pka03,PK,PKR,Parkchester Branch,Parkchester Closed Shelf Reference,Mixed Use,0,PKR
pka0f,PK,PKR,Parkchester Branch,Parkchester Fiction,Mixed Use,0,PKR
pka0l,PK,PKR,Parkchester Branch,Parkchester World Languages,Mixed Use,0,PKR
pka0n,PK,PKR,Parkchester Branch,Parkchester Non-Fiction,Mixed Use,0,PKR
pka0v,PK,PKR,Parkchester Branch,Parkchester Non-Print Media,Mixed Use,0,PKR
pka0w,PK,PKR,Parkchester Branch,Parkchester Adult Learning Center,Mixed Use,0,PKR
pkar,PK,PKR,Parkchester Branch,Parkchester Adult Reference,Mixed Use,0,PKR
pkj,PK,PKR,Parkchester Branch,Parkchester Children,Mixed Use,1,PKR
pkj01,PK,PKR,Parkchester Branch,Parkchester Children's Reference,Mixed Use,0,PKR
pkj0a,PK,PKR,Parkchester Branch,Parkchester Children's Easy Book,Mixed Use,0,PKR
pkj0f,PK,PKR,Parkchester Branch,Parkchester Children's Fiction,Mixed Use,0,PKR
pkj0h,PK,PKR,Parkchester Branch,Parkchester Children's Holiday Book,Mixed Use,0,PKR
pkj0i,PK,PKR,Parkchester Branch,Parkchester Children's Picture Book,Mixed Use,0,PKR
pkj0l,PK,PKR,Parkchester Branch,Parkchester Children's World Languages,Mixed Use,0,PKR
pkj0n,PK,PKR,Parkchester Branch,Parkchester Children's Non-Fiction,Mixed Use,0,PKR
pkj0t,PK,PKR,Parkchester Branch,Parkchester Children's Fairy Tale,Mixed Use,0,PKR
pkj0v,PK,PKR,Parkchester Branch,Parkchester Children's Non-Print Media,Mixed Use,0,PKR
pkj0y,PK,PKR,Parkchester Branch,Parkchester Children's Young Reader,Mixed Use,0,PKR
pkjr,PK,PKR,Parkchester Branch,Parkchester Children's Reference,Mixed Use,0,PKR
pky,PK,PKR,Parkchester Branch,Parkchester Young Adult,Mixed Use,1,PKR
pky01,PK,PKR,Parkchester Branch,Parkchester YA Reference,Mixed Use,0,PKR
pky0f,PK,PKR,Parkchester Branch,Parkchester YA Fiction,Mixed Use,0,PKR
pky0l,PK,PKR,Parkchester Branch,Parkchester YA World Languages,Mixed Use,0,PKR
pky0n,PK,PKR,Parkchester Branch,Parkchester YA Non-Fiction,Mixed Use,0,PKR
pky0v,PK,PKR,Parkchester Branch,Parkchester YA Non-Print Media,Mixed Use,0,PKR
pkyr,PK,PKR,Parkchester Branch,Parkchester Young Adult Reference,Mixed Use,0,PKR
pkzzz,PK,PKR,Parkchester Branch,Parkchester (error code),Mixed Use,0,PKR
pm,PM,PM,Pelham Bay Branch,Pelham Bay,High Circ,0,PM
pma,PM,PM,Pelham Bay Branch,Pelham Bay Adult,High Circ,1,PM
pma01,PM,PM,Pelham Bay Branch,Pelham Bay Reference,High Circ,0,PM
pma03,PM,PM,Pelham Bay Branch,Pelham Bay Closed Shelf Reference,High Circ,0,PM
pma0f,PM,PM,Pelham Bay Branch,Pelham Bay Fiction,High Circ,0,PM
pma0l,PM,PM,Pelham Bay Branch,Pelham Bay World Languages,High Circ,0,PM
pma0n,PM,PM,Pelham Bay Branch,Pelham Bay Non-Fiction,High Circ,0,PM
pma0v,PM,PM,Pelham Bay Branch,Pelham Bay Non-Print Media,High Circ,0,PM
pmar,PM,PM,Pelham Bay Branch,Pelham Bay Adult Reference,High Circ,0,PM
pmj,PM,PM,Pelham Bay Branch,Pelham Bay Children,High Circ,1,PM
pmj01,PM,PM,Pelham Bay Branch,Pelham Bay Children's Reference,High Circ,0,PM
pmj0a,PM,PM,Pelham Bay Branch,Pelham Bay Children's Easy Book,High Circ,0,PM
pmj0f,PM,PM,Pelham Bay Branch,Pelham Bay Children's Fiction,High Circ,0,PM
pmj0h,PM,PM,Pelham Bay Branch,Pelham Bay Children's Holiday Book,High Circ,0,PM
pmj0i,PM,PM,Pelham Bay Branch,Pelham Bay Children's Picture Book,High Circ,0,PM
pmj0l,PM,PM,Pelham Bay Branch,Pelham Bay Children's World Languages,High Circ,0,PM
pmj0n,PM,PM,Pelham Bay Branch,Pelham Bay Children's Non-Fiction,High Circ,0,PM
pmj0t,PM,PM,Pelham Bay Branch,Pelham Bay Children's Fairy Tale,High Circ,0,PM
pmj0v,PM,PM,Pelham Bay Branch,Pelham Bay Children's Non-Print Media,High Circ,0,PM
pmj0y,PM,PM,Pelham Bay Branch,Pelham Bay Children's Young Reader,High Circ,0,PM
pmjr,PM,PM,Pelham Bay Branch,Pelham Bay Children's Reference,High Circ,0,PM
pmy,PM,PM,Pelham Bay Branch,Pelham Bay Young Adult,High Circ,1,PM
pmy01,PM,PM,Pelham Bay Branch,Pelham Bay YA Reference,High Circ,0,PM
pmy0f,PM,PM,Pelham Bay Branch,Pelham Bay YA Fiction,High Circ,0,PM
pmy0l,PM,PM,Pelham Bay Branch,Pelham Bay YA World Languages,High Circ,0,PM
pmy0n,PM,PM,Pelham Bay Branch,Pelham Bay YA Non-Fiction,High Circ,0,PM
pmy0v,PM,PM,Pelham Bay Branch,Pelham Bay YA Non-Print Media,High Circ,0,PM
pmyr,PM,PM,Pelham Bay Branch,Pelham Bay Young Adult Reference,High Circ,0,PM
pmzzz,PM,PM,Pelham Bay Branch,Pelham Bay (error code),High Circ,0,PM
pr,PR,PR,Port Richmond Branch,Port Richmond,Mixed Use,0,PR
pra,PR,PR,Port Richmond Branch,Port Richmond Adult,Mixed Use,1,PR
pra01,PR,PR,Port Richmond Branch,Port Richmond Reference,Mixed Use,0,PR
pra03,PR,PR,Port Richmond Branch,Port Richmond Closed Shelf Reference,Mixed Use,0,PR
pra0f,PR,PR,Port Richmond Branch,Port Richmond Fiction,Mixed Use,0,PR
pra0l,PR,PR,Port Richmond Branch,Port Richmond World Languages,Mixed Use,0,PR
pra0n,PR,PR,Port Richmond Branch,Port Richmond Non-Fiction,Mixed Use,0,PR
pra0v,PR,PR,Port Richmond Branch,Port Richmond Non-Print Media,Mixed Use,0,PR
pra0w,PR,PR,Port Richmond Branch,Port Richmond Adult Learning Center,Mixed Use,0,PR
prar,PR,PR,Port Richmond Branch,Port Richmond Adult Reference,Mixed Use,0,PR
prj,PR,PR,Port Richmond Branch,Port Richmond Children,Mixed Use,1,PR
prj01,PR,PR,Port Richmond Branch,Port Richmond Children's Reference,Mixed Use,0,PR
prj0a,PR,PR,Port Richmond Branch,Port Richmond Children's Easy Book,Mixed Use,0,PR
prj0f,PR,PR,Port Richmond Branch,Port Richmond Children's Fiction,Mixed Use,0,PR
prj0h,PR,PR,Port Richmond Branch,Port Richmond Children's Holiday Book,Mixed Use,0,PR
prj0i,PR,PR,Port Richmond Branch,Port Richmond Children's Picture Book,Mixed Use,0,PR
prj0l,PR,PR,Port Richmond Branch,Port Richmond Children's World Languages,Mixed Use,0,PR
prj0n,PR,PR,Port Richmond Branch,Port Richmond Children's Non-Fiction,Mixed Use,0,PR
prj0t,PR,PR,Port Richmond Branch,Port Richmond Children's Fairy Tale,Mixed Use,0,PR
prj0v,PR,PR,Port Richmond Branch,Port Richmond Children's Non-Print Media,Mixed Use,0,PR
prj0y,PR,PR,Port Richmond Branch,Port Richmond Children's Young Reader,Mixed Use,0,PR
prjr,PR,PR,Port Richmond Branch,Port Richmond Children's Reference,Mixed Use,0,PR
pry,PR,PR,Port Richmond Branch,Port Richmond Young Adult,Mixed Use,1,PR
pry01,PR,PR,Port Richmond Branch,Port Richmond YA Reference,Mixed Use,0,PR
pry0f,PR,PR,Port Richmond Branch,Port Richmond YA Fiction,Mixed Use,0,PR
pry0l,PR,PR,Port Richmond Branch,Port Richmond YA World Languages,Mixed Use,0,PR
pry0n,PR,PR,Port Richmond Branch,Port Richmond YA Non-Fiction,Mixed Use,0,PR
pry0v,PR,PR,Port Richmond Branch,Port Richmond YA Non-Print Media,Mixed Use,0,PR
pryr,PR,PR,Port Richmond Branch,Port Richmond Young Adult Reference,Mixed Use,0,PR
przzz,PR,PR,Port Richmond Branch,Port Richmond (error code),Mixed Use,0,PR
qc2ma,QC,QC,Non-ReCAP Offsite (Discontinued),TSD - Request in Advance at SASB - Rose Main Reading Room,,0,SCSB
qc2mj,QC,QC,Non-ReCAP Offsite (Discontinued),TSD - Request in Advance at SASB - Rose Main Reading Room,,0,SCSB
qc2sl,QC,QC,Non-ReCAP Offsite (Discontinued),TSD - Request in Advance at SASB - Rose Main Reading Room,,0,SCSB
qcma2,QC,QC,Non-ReCAP Offsite (Discontinued),TSD - Request in Advance at SASB - Rose Main Reading Room,,0,SCSB
qcmb2,QC,QC,Non-ReCAP Offsite (Discontinued),TSD - Request in Advance at SASB - Rose Main Reading Room,,0,SCSB
qcmb9,QC,QC,Non-ReCAP Offsite (Discontinued),TSD - SASB Art Restricted,,0,ART
qcmf2,QC,QC,Non-ReCAP Offsite (Discontinued),TSD - Request in Advance at SASB - Dorot Jewish Div Rm 111,,0,JWS
qcmf8,QC,QC,Non-ReCAP Offsite (Discontinued),TSD - Request in Advance at SASB - Dorot Jewish Div Rm 111,,0,JWS
qcmf9,QC,QC,Non-ReCAP Offsite (Discontinued),TSD - SASB Jewish Restricted,,0,JWS
qcmg2,QC,QC,Non-ReCAP Offsite (Discontinued),TSD - Request in Advance at SASB - Milstein Div Rm 120,,0,LHG
qcmg8,QC,QC,Non-ReCAP Offsite (Discontinued),TSD - Request in Advance at SASB - Milstein Div Rm 120,,0,LHG
qcmj2,QC,QC,Non-ReCAP Offsite (Discontinued),TSD - Request in Advance at SASB - Rose Main Reading Room,,0,SCSB
qcml2,QC,QC,Non-ReCAP Offsite (Discontinued),TSD - Request in Advance at SASB - Rose Main Reading Room,,0,SCSB
rc,RC,RC,NYPL ReCAP,NYPL Research Libraries,,0,SASB
rc2cf,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance,,0,
rc2cm,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance,,0,
rc2ma,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance,,0,
rc2mj,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance,,0,
rc2sl,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance,,0,
rcca9,RC,RC,NYPL ReCAP,SCH A&A--Offsite--Restricted,,0,
rccb2,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Schomburg Center - Moving Image & Recorded Sound,,0,
rccb8,RC,RC,NYPL ReCAP,OFFSITE - For use by Appointment only at Schomburg Center - Moving Image & Recorded Sound,,0,
rccb9,RC,RC,NYPL ReCAP,SCH MIRS--Offsite--Restricted,,0,
rccd2,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Schomburg Center - Manuscripts & Archives,,0,
rccd8,RC,RC,NYPL ReCAP,OFFSITE - For use by Appointment only at at Schomburg Center - Manuscripts & Archives,,0,
rccd9,RC,RC,NYPL ReCAP,SCH MARB--Offsite--Restricted,,0,
rcce2,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Schomburg Center - Photographs & Prints,,0,
rcce8,RC,RC,NYPL ReCAP,OFFSITE - For use by Appointment only at at Schomburg Center - Photographs & Prints,,0,
rcce9,RC,RC,NYPL ReCAP,SCH P&P--Offsite--Restricted,,0,
rccf2,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Schomburg Center - Research & Reference,,0,
rccf8,RC,RC,NYPL ReCAP,OFFSITE - For use by Appointment only at at Schomburg Cente,,0,
rccf9,RC,RC,NYPL ReCAP,SCH R&R--Offsite--Restricted,,0,
rcma2,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Schwarzman Bldg,,0,
rcmb2,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Schwarzman Bldg - Art Division,,0,
rcmb8,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Schwarzman Bldg. - Art Division,,0,
rcmb9,RC,RC,NYPL ReCAP,SASB Art--Offsite--Restricted,,0,
rcmf2,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Schwarzman Bldg - Jewish Division,,0,
rcmf8,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Schwarzman Bldg. - Jewish Divison,,0,
rcmf9,RC,RC,NYPL ReCAP,SASB Jewish--Offsite--Restricted,,0,
rcmg2,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Schwarzman Bldg - Milstein Division Rm 121,,0,
rcmg8,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Schwarzman Bldg - Milstein Division Rm 121,,0,
rcmg9,RC,RC,NYPL ReCAP,SASB LHG--Offsite--Restricted,,0,
rcmi2,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Schwarzman Bldg - Microforms Rm 119,,0,
rcmj2,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Schwarzman Bldg,,0,
rcml2,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Schwarzman Bldg,,0,
rcml8,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance at SASB - Rose Main Reading Room,,0,
rcmo2,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Schwarzman Bldg - Manuscripts Rm 328,,0,
rcmp2,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Schwarzman Bldg - Maps Division Rm 117,,0,
rcmq2,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Schwarzman Bldg - Pforzheimer Collection Rm 319,,0,
rcmr2,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Schwarzman Bldg - Rare Books Rm 324,,0,
rcms2,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Schwarzman Bldg - Photography Division,,0,
rcpd2,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Performing Arts,,0,
rcpd8,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Performing Arts,,0,
rcpd9,RC,RC,NYPL ReCAP,OFFSITE - Performing Arts--Offsite--Restricted Use,,0,
rcpf2,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Performing Arts,,0,
rcph2,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Performing Arts,,0,
rcpm2,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Performing Arts,,0,
rcpr2,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Performing Arts,,0,
rcpr9,RC,RC,NYPL ReCAP,OFFSITE - Performing Arts--Offsite--Restricted Use,,0,
rcpt2,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Performing Arts,,0,
rcpt8,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at Performing Arts,,0,
rcsl2,RC,RC,NYPL ReCAP,OFFSITE - Request in Advance for use at SIBL,,0,
rcxx2,RC,RC,NYPL ReCAP,OFFSITE - Preservation Division use only,,0,
rd,RD,RD,Riverdale Branch,Riverdale,High Circ,0,RD
rda,RD,RD,Riverdale Branch,Riverdale Adult,High Circ,1,RD
rda01,RD,RD,Riverdale Branch,Riverdale Reference,High Circ,0,RD
rda03,RD,RD,Riverdale Branch,Riverdale Closed Shelf Reference,High Circ,0,RD
rda0f,RD,RD,Riverdale Branch,Riverdale Fiction,High Circ,0,RD
rda0l,RD,RD,Riverdale Branch,Riverdale World Languages,High Circ,0,RD
rda0n,RD,RD,Riverdale Branch,Riverdale Non-Fiction,High Circ,0,RD
rda0v,RD,RD,Riverdale Branch,Riverdale Non-Print Media,High Circ,0,RD
rda0w,RD,RD,Riverdale Branch,Riverdale Adult Learning Center,High Circ,0,RD
rdar,RD,RD,Riverdale Branch,Riverdale Adult Reference,High Circ,0,RD
rdj,RD,RD,Riverdale Branch,Riverdale Children,High Circ,1,RD
rdj01,RD,RD,Riverdale Branch,Riverdale Children's Reference,High Circ,0,RD
rdj0a,RD,RD,Riverdale Branch,Riverdale Children's Easy Book,High Circ,0,RD
rdj0f,RD,RD,Riverdale Branch,Riverdale Children's Fiction,High Circ,0,RD
rdj0h,RD,RD,Riverdale Branch,Riverdale Children's Holiday Book,High Circ,0,RD
rdj0i,RD,RD,Riverdale Branch,Riverdale Children's Picture Book,High Circ,0,RD
rdj0l,RD,RD,Riverdale Branch,Riverdale Children's World Languages,High Circ,0,RD
rdj0n,RD,RD,Riverdale Branch,Riverdale Children's Non-Fiction,High Circ,0,RD
rdj0t,RD,RD,Riverdale Branch,Riverdale Children's Fairy Tale,High Circ,0,RD
rdj0v,RD,RD,Riverdale Branch,Riverdale Children's Non-Print Media,High Circ,0,RD
rdj0y,RD,RD,Riverdale Branch,Riverdale Children's Young Reader,High Circ,0,RD
rdjr,RD,RD,Riverdale Branch,Riverdale Children's Reference,High Circ,0,RD
rdy,RD,RD,Riverdale Branch,Riverdale Young Adult,High Circ,1,RD
