location code,2Digit,Sym,Branch Name General,Sierra Label - Branch Name,Location Type,Public,location lookup
gca0l,GC,GC,Grand Central Branch,Grand Central World Languages,High Circ,0,GC
gca0n,GC,GC,Grand Central Branch,Grand Central Non-Fiction,High Circ,0,GC
gca0v,GC,GC,Grand Central Branch,Grand Central Non-Print Media,High Circ,0,GC
gca0w,GC,GC,Grand Central Branch,Grand Central Adult Learning Center,High Circ,0,GC
gcar,GC,GC,Grand Central Branch,Grand Central Adult Reference,High Circ,0,GC
gcj,GC,GC,Grand Central Branch,Grand Central Children,High Circ,1,GC
gcj01,GC,GC,Grand Central Branch,Grand Central Children's Reference,High Circ,0,GC
gcj0a,GC,GC,Grand Central Branch,Grand Central Children's Easy Book,High Circ,0,GC
gcj0f,GC,GC,Grand Central Branch,Grand Central Children's Fiction,High Circ,0,GC
gcj0h,GC,GC,Grand Central Branch,Grand Central Children's Holiday Book,High Circ,0,GC
gcj0i,GC,GC,Grand Central Branch,Grand Central Children's Picture Book,High Circ,0,GC
gcj0l,GC,GC,Grand Central Branch,Grand Central Children's World Languages,High Circ,0,GC
gcj0n,GC,GC,Grand Central Branch,Grand Central Children's Non-Fiction,High Circ,0,GC
gcj0t,GC,GC,Grand Central Branch,Grand Central Children's Fairy Tale,High Circ,0,GC
gcj0v,GC,GC,Grand Central Branch,Grand Central Children's Non-Print Media,High Circ,0,GC
gcj0y,GC,GC,Grand Central Branch,Grand Central Children's Young Reader,High Circ,0,GC
gcjr,GC,GC,Grand Central Branch,Grand Central Children's Reference,High Circ,0,GC
gcy,GC,GC,Grand Central Branch,Grand Central Young Adult,High Circ,1,GC
gcy01,GC,GC,Grand Central Branch,Grand Central YA Reference,High Circ,0,GC
gcy0f,GC,GC,Grand Central Branch,Grand Central YA Fiction,High Circ,0,GC
gcy0l,GC,GC,Grand Central Branch,Grand Central YA World Languages,High Circ,0,GC
gcy0n,GC,GC,Grand Central Branch,Grand Central YA Non-Fiction,High Circ,0,GC
gcy0v,GC,GC,Grand Central Branch,Grand Central YA Non-Print Media,High Circ,0,GC
gcyr,GC,GC,Grand Central Branch,Grand Central Young Adult Reference,High Circ,0,GC
gczzz,GC,GC,Grand Central Branch,Grand Central (error code),High Circ,0,GC
gd,GD,GD,Grand Concourse Branch,Grand Concourse,Mixed Use,0,GD
gda,GD,GD,Grand Concourse Branch,Grand Concourse Adult,Mixed Use,1,GD
gda01,GD,GD,Grand Concourse Branch,Grand Concourse Reference,Mixed Use,0,GD
gda03,GD,GD,Grand Concourse Branch,Grand Concourse Closed Shelf Reference,Mixed Use,0,GD
gda0f,GD,GD,Grand Concourse Branch,Grand Concourse Fiction,Mixed Use,0,GD
gda0l,GD,GD,Grand Concourse Branch,Grand Concourse World Languages,Mixed Use,0,GD
gda0n,GD,GD,Grand Concourse Branch,Grand Concourse Non-Fiction,Mixed Use,0,GD
gda0v,GD,GD,Grand Concourse Branch,Grand Concourse Non-Print Media,Mixed Use,0,GD
gdar,GD,GD,Grand Concourse Branch,Grand Concourse Adult Reference,Mixed Use,0,GD
gdj,GD,GD,Grand Concourse Branch,Grand Concourse Children,Mixed Use,1,GD
gdj01,GD,GD,Grand Concourse Branch,Grand Concourse Children's Reference,Mixed Use,0,GD
gdj0a,GD,GD,Grand Concourse Branch,Grand Concourse Children's Easy Book,Mixed Use,0,GD
gdj0f,GD,GD,Grand Concourse Branch,Grand Concourse Children's Fiction,Mixed Use,0,GD
gdj0h,GD,GD,Grand Concourse Branch,Grand Concourse Children's Holiday Book,Mixed Use,0,GD
gdj0i,GD,GD,Grand Concourse Branch,Grand Concourse Children's Picture Book,Mixed Use,0,GD
gdj0l,GD,GD,Grand Concourse Branch,Grand Concourse Children's World Languages,Mixed Use,0,GD
gdj0n,GD,GD,Grand Concourse Branch,Grand Concourse Children's Non-Fiction,Mixed Use,0,GD
gdj0r,GD,GD,Grand Concourse Branch,Grand Concourse Video Visit Room,Mixed Use,0,GD
gdj0t,GD,GD,Grand Concourse Branch,Grand Concourse Children's Fairy Tale,Mixed Use,0,GD
gdj0v,GD,GD,Grand Concourse Branch,Grand Concourse Children's Non-Print Media,Mixed Use,0,GD
gdj0y,GD,GD,Grand Concourse Branch,Grand Concourse Children's Young Reader,Mixed Use,0,GD
gdjr,GD,GD,Grand Concourse Branch,Grand Concourse Children's Reference,Mixed Use,0,GD
gdy,GD,GD,Grand Concourse Branch,Grand Concourse Young Adult,Mixed Use,1,GD
gdy01,GD,GD,Grand Concourse Branch,Grand Concourse YA Reference,Mixed Use,0,GD
gdy0f,GD,GD,Grand Concourse Branch,Grand Concourse YA Fiction,Mixed Use,0,GD
gdy0l,GD,GD,Grand Concourse Branch,Grand Concourse YA World Languages,Mixed Use,0,GD
gdy0n,GD,GD,Grand Concourse Branch,Grand Concourse YA Non-Fiction,Mixed Use,0,GD
gdy0v,GD,GD,Grand Concourse Branch,Grand Concourse YA Non-Print Media,Mixed Use,0,GD
gdyr,GD,GD,Grand Concourse Branch,Grand Concourse Young Adult Reference,Mixed Use,0,GD
gdzzz,GD,GD,Grand Concourse Branch,Grand Concourse (error code),Mixed Use,0,GD
gk,GK,GK,Great Kills Branch,Great Kills,High Circ,0,GK
gka,GK,GK,Great Kills Branch,Great Kills Adult,High Circ,1,GK
gka01,GK,GK,Great Kills Branch,Great Kills Reference,High Circ,0,GK
gka03,GK,GK,Great Kills Branch,Great Kills Closed Shelf Reference,High Circ,0,GK
gka0f,GK,GK,Great Kills Branch,Great Kills Fiction,High Circ,0,GK
gka0l,GK,GK,Great Kills Branch,Great Kills World Languages,High Circ,0,GK
gka0n,GK,GK,Great Kills Branch,Great Kills Non-Fiction,High Circ,0,GK
gka0v,GK,GK,Great Kills Branch,Great Kills Non-Print Media,High Circ,0,GK
gkar,GK,GK,Great Kills Branch,Great Kills Adult Reference,High Circ,0,GK
gkj,GK,GK,Great Kills Branch,Great Kills Children,High Circ,1,GK
gkj01,GK,GK,Great Kills Branch,Great Kills Children's Reference,High Circ,0,GK
gkj0a,GK,GK,Great Kills Branch,Great Kills Children's Easy Book,High Circ,0,GK
gkj0f,GK,GK,Great Kills Branch,Great Kills Children's Fiction,High Circ,0,GK
gkj0h,GK,GK,Great Kills Branch,Great Kills Children's Holiday Book,High Circ,0,GK
gkj0i,GK,GK,Great Kills Branch,Great Kills Children's Picture Book,High Circ,0,GK
gkj0l,GK,GK,Great Kills Branch,Great Kills Children's World Languages,High Circ,0,GK
gkj0n,GK,GK,Great Kills Branch,Great Kills Children's Non-Fiction,High Circ,0,GK
gkj0t,GK,GK,Great Kills Branch,Great Kills Children's Fairy Tale,High Circ,0,GK
gkj0v,GK,GK,Great Kills Branch,Great Kills Children's Non-Print Media,High Circ,0,GK
gkj0y,GK,GK,Great Kills Branch,Great Kills Children's Young Reader,High Circ,0,GK
gkjr,GK,GK,Great Kills Branch,Great Kills Children's Reference,High Circ,0,GK
gky,GK,GK,Great Kills Branch,Great Kills Young Adult,High Circ,1,GK
gky01,GK,GK,Great Kills Branch,Great Kills YA Reference,High Circ,0,GK
gky0f,GK,GK,Great Kills Branch,Great Kills YA Fiction,High Circ,0,GK
gky0l,GK,GK,Great Kills Branch,Great Kills YA World Languages,High Circ,0,GK
gky0n,GK,GK,Great Kills Branch,Great Kills YA Non-Fiction,High Circ,0,GK
gky0v,GK,GK,Great Kills Branch,Great Kills YA Non-Print Media,High Circ,0,GK
gkyr,GK,GK,Great Kills Branch,Great Kills Young Adult Reference,High Circ,0,GK
gkzzz,GK,GK,Great Kills Branch,Great Kills (error code),High Circ,0,GK
hb,HB,HB,High Bridge Branch,High Bridge,Mixed Use,0,HB
hba,HB,HB,High Bridge Branch,High Bridge Adult,Mixed Use,1,HB
hba01,HB,HB,High Bridge Branch,High Bridge Reference,Mixed Use,0,HB
hba03,HB,HB,High Bridge Branch,High Bridge Closed Shelf Reference,Mixed Use,0,HB
hba0f,HB,HB,High Bridge Branch,High Bridge Fiction,Mixed Use,0,HB
hba0l,HB,HB,High Bridge Branch,High Bridge World Languages,Mixed Use,0,HB
hba0n,HB,HB,High Bridge Branch,High Bridge Non-Fiction,Mixed Use,0,HB
hba0v,HB,HB,High Bridge Branch,High Bridge Non-Print Media,Mixed Use,0,HB
hba0w,HB,HB,High Bridge Branch,High Bridge Adult Learning Center,Mixed Use,0,HB
hbar,HB,HB,High Bridge Branch,High Bridge Adult Reference,Mixed Use,0,HB
hbj,HB,HB,High Bridge Branch,High Bridge Children,Mixed Use,1,HB
hbj01,HB,HB,High Bridge Branch,High Bridge Children's Reference,Mixed Use,0,HB
hbj0a,HB,HB,High Bridge Branch,High Bridge Children's Easy Book,Mixed Use,0,HB
hbj0f,HB,HB,High Bridge Branch,High Bridge Children's Fiction,Mixed Use,0,HB
hbj0h,HB,HB,High Bridge Branch,High Bridge Children's Holiday Book,Mixed Use,0,HB
hbj0i,HB,HB,High Bridge Branch,High Bridge Children's Picture Book,Mixed Use,0,HB
hbj0l,HB,HB,High Bridge Branch,High Bridge Children's World Languages,Mixed Use,0,HB
hbj0n,HB,HB,High Bridge Branch,High Bridge Children's Non-Fiction,Mixed Use,0,HB
hbj0t,HB,HB,High Bridge Branch,High Bridge Children's Fairy Tale,Mixed Use,0,HB
hbj0v,HB,HB,High Bridge Branch,High Bridge Children's Non-Print Media,Mixed Use,0,HB
hbj0y,HB,HB,High Bridge Branch,High Bridge Children's Young Reader,Mixed Use,0,HB
hbjr,HB,HB,High Bridge Branch,High Bridge Children's Reference,Mixed Use,0,HB
hby,HB,HB,High Bridge Branch,High Bridge Young Adult,Mixed Use,1,HB
hby01,HB,HB,High Bridge Branch,High Bridge YA Reference,Mixed Use,0,HB
hby0f,HB,HB,High Bridge Branch,High Bridge YA Fiction,Mixed Use,0,HB
hby0l,HB,HB,High Bridge Branch,High Bridge YA World Languages,Mixed Use,0,HB
hby0n,HB,HB,High Bridge Branch,High Bridge YA Non-Fiction,Mixed Use,0,HB
hby0v,HB,HB,High Bridge Branch,High Bridge YA Non-Print Media,Mixed Use,0,HB
hbyr,HB,HB,High Bridge Branch,High Bridge Young Adult Reference,Mixed Use,0,HB
hbzzz,HB,HB,High Bridge Branch,High Bridge (error code),Mixed Use,0,HB
hd,HD,HD,125th Street Branch,125th Street,Mixed Use,0,HD
hda,HD,HD,125th Street Branch,125th Street Adult,Mixed Use,1,HD
hda01,HD,HD,125th Street Branch,125th Street Reference,Mixed Use,0,HD
hda03,HD,HD,125th Street Branch,125th Street Closed Shelf Reference,Mixed Use,0,HD
hda0f,HD,HD,125th Street Branch,125th Street Fiction,Mixed Use,0,HD
hda0l,HD,HD,125th Street Branch,125th Street World Languages,Mixed Use,0,HD
hda0n,HD,HD,125th Street Branch,125th Street Non-Fiction,Mixed Use,0,HD
hda0v,HD,HD,125th Street Branch,125th Street Non-Print Media,Mixed Use,0,HD
hdar,HD,HD,125th Street Branch,125th Street Adult Reference,Mixed Use,0,HD
hdj,HD,HD,125th Street Branch,125th Street Children,Mixed Use,1,HD
hdj01,HD,HD,125th Street Branch,125th Street Children's Reference,Mixed Use,0,HD
hdj0a,HD,HD,125th Street Branch,125th Street Children's Easy Book,Mixed Use,0,HD
hdj0f,HD,HD,125th Street Branch,125th Street Children's Fiction,Mixed Use,0,HD
hdj0h,HD,HD,125th Street Branch,125th Street Children's Holiday Book,Mixed Use,0,HD
hdj0i,HD,HD,125th Street Branch,125th Street Children's Picture Book,Mixed Use,0,HD
hdj0l,HD,HD,125th Street Branch,125th Street Children's World Languages,Mixed Use,0,HD
hdj0n,HD,HD,125th Street Branch,125th Street Children's Non-Fiction,Mixed Use,0,HD
hdj0r,HD,HD,125th Street Branch,125th Street Video Visit Room,Mixed Use,0,HD
hdj0t,HD,HD,125th Street Branch,125th Street Children's Fairy Tale,Mixed Use,0,HD
hdj0v,HD,HD,125th Street Branch,125th Street Children's Non-Print Media,Mixed Use,0,HD
hdj0y,HD,HD,125th Street Branch,125th Street Children's Young Reader,Mixed Use,0,HD
hdjr,HD,HD,125th Street Branch,125th Street Children's Reference,Mixed Use,0,HD
hdy,HD,HD,125th Street Branch,125th Street Young Adult,Mixed Use,1,HD
hdy01,HD,HD,125th Street Branch,125th Street YA Reference,Mixed Use,0,HD
hdy0f,HD,HD,125th Street Branch,125th Street YA Fiction,Mixed Use,0,HD
hdy0l,HD,HD,125th Street Branch,125th Street YA World Languages,Mixed Use,0,HD
hdy0n,HD,HD,125th Street Branch,125th Street YA Non-Fiction,Mixed Use,0,HD
hdy0v,HD,HD,125th Street Branch,125th Street YA Non-Print Media,Mixed Use,0,HD
hdyr,HD,HD,125th Street Branch,125th Street Young Adult Reference,Mixed Use,0,HD
hdzzz,HD,HD,125th Street Branch,125th Street (error code),Mixed Use,0,HD
hf,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park,Mixed Use,0,HF
hfa,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park Adult,Mixed Use,1,HF
hfa01,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park Reference,Mixed Use,0,HF
hfa03,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park Closed Shelf Reference,Mixed Use,0,HF
hfa0f,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park Fiction,Mixed Use,0,HF
hfa0l,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park World Languages,Mixed Use,0,HF
hfa0n,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park Non-Fiction,Mixed Use,0,HF
hfa0v,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park Non-Print Media,Mixed Use,0,HF
hfar,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park Adult Reference,Mixed Use,0,HF
hfj,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park Children,Mixed Use,1,HF
hfj01,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park Children's Reference,Mixed Use,0,HF
hfj0a,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park Children's Easy Book,Mixed Use,0,HF
hfj0f,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park Children's Fiction,Mixed Use,0,HF
hfj0h,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park Children's Holiday Book,Mixed Use,0,HF
hfj0i,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park Children's Picture Book,Mixed Use,0,HF
hfj0l,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park Children's World Languages,Mixed Use,0,HF
hfj0n,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park Children's Non-Fiction,Mixed Use,0,HF
hfj0t,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park Children's Fairy Tale,Mixed Use,0,HF
hfj0v,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park Children's Non-Print Media,Mixed Use,0,HF
hfj0y,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park Children's Young Reader,Mixed Use,0,HF
hfjr,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park Children's Reference,Mixed Use,0,HF
hfy,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park Young Adult,Mixed Use,1,HF
hfy01,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park YA Reference,Mixed Use,0,HF
hfy0f,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park YA Fiction,Mixed Use,0,HF
hfy0l,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park YA World Languages,Mixed Use,0,HF
hfy0n,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park YA Non-Fiction,Mixed Use,0,HF
hfy0v,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park YA Non-Print Media,Mixed Use,0,HF
hfyr,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park Young Adult Reference,Mixed Use,0,HF
hfzzz,HF,HF,Hamilton Fish Park Branch,Hamilton Fish Park (error code),Mixed Use,0,HF
hg,HG,HG,Hamilton Grange Branch,Hamilton Grange,Mixed Use,0,HG
hga,HG,HG,Hamilton Grange Branch,Hamilton Grange Adult,Mixed Use,1,HG
hga01,HG,HG,Hamilton Grange Branch,Hamilton Grange Reference,Mixed Use,0,HG
hga03,HG,HG,Hamilton Grange Branch,Hamilton Grange Closed Shelf Reference,Mixed Use,0,HG
hga0f,HG,HG,Hamilton Grange Branch,Hamilton Grange Fiction,Mixed Use,0,HG
hga0l,HG,HG,Hamilton Grange Branch,Hamilton Grange World Languages,Mixed Use,0,HG
hga0n,HG,HG,Hamilton Grange Branch,Hamilton Grange Non-Fiction,Mixed Use,0,HG
hga0v,HG,HG,Hamilton Grange Branch,Hamilton Grange Non-Print Media,Mixed Use,0,HG
hgar,HG,HG,Hamilton Grange Branch,Hamilton Grange Adult Reference,Mixed Use,0,HG
hgj,HG,HG,Hamilton Grange Branch,Hamilton Grange Children,Mixed Use,1,HG
hgj01,HG,HG,Hamilton Grange Branch,Hamilton Grange Children's Reference,Mixed Use,0,HG
hgj0a,HG,HG,Hamilton Grange Branch,Hamilton Grange Children's Easy Book,Mixed Use,0,HG
hgj0f,HG,HG,Hamilton Grange Branch,Hamilton Grange Children's Fiction,Mixed Use,0,HG
hgj0h,HG,HG,Hamilton Grange Branch,Hamilton Grange Children's Holiday Book,Mixed Use,0,HG
hgj0i,HG,HG,Hamilton Grange Branch,Hamilton Grange Children's Picture Book,Mixed Use,0,HG
hgj0l,HG,HG,Hamilton Grange Branch,Hamilton Grange Children's World Languages,Mixed Use,0,HG
hgj0n,HG,HG,Hamilton Grange Branch,Hamilton Grange Children's Non-Fiction,Mixed Use,0,HG
hgj0r,HG,HG,Hamilton Grange Branch,Hamilton Grange Video Visit Room,Mixed Use,0,HG
hgj0t,HG,HG,Hamilton Grange Branch,Hamilton Grange Children's Fairy Tale,Mixed Use,0,HG
hgj0v,HG,HG,Hamilton Grange Branch,Hamilton Grange Children's Non-Print Media,Mixed Use,0,HG
hgj0y,HG,HG,Hamilton Grange Branch,Hamilton Grange Children's Young Reader,Mixed Use,0,HG
hgjr,HG,HG,Hamilton Grange Branch,Hamilton Grange Children's Reference,Mixed Use,0,HG
hgy,HG,HG,Hamilton Grange Branch,Hamilton Grange Young Adult,Mixed Use,1,HG
hgy01,HG,HG,Hamilton Grange Branch,Hamilton Grange YA Reference,Mixed Use,0,HG
hgy0f,HG,HG,Hamilton Grange Branch,Hamilton Grange YA Fiction,Mixed Use,0,HG
hgy0l,HG,HG,Hamilton Grange Branch,Hamilton Grange YA World Languages,Mixed Use,0,HG
hgy0n,HG,HG,Hamilton Grange Branch,Hamilton Grange YA Non-Fiction,Mixed Use,0,HG
hgy0v,HG,HG,Hamilton Grange Branch,Hamilton Grange YA Non-Print Media,Mixed Use,0,HG
hgyr,HG,HG,Hamilton Grange Branch,Hamilton Grange Young Adult Reference,Mixed Use,0,HG
hgzzz,HG,HG,Hamilton Grange Branch,Hamilton Grange (error code),Mixed Use,0,HG
hk,HK,HK,Huguenot Park Branch,Huguenot Park,High Circ,0,HK
hka,HK,HK,Huguenot Park Branch,Huguenot Park Adult,High Circ,1,HK
hka01,HK,HK,Huguenot Park Branch,Huguenot Park Reference,High Circ,0,HK
hka03,HK,HK,Huguenot Park Branch,Huguenot Park Closed Shelf Reference,High Circ,0,HK
hka0f,HK,HK,Huguenot Park Branch,Huguenot Park Fiction,High Circ,0,HK
hka0l,HK,HK,Huguenot Park Branch,Huguenot Park World Languages,High Circ,0,HK
hka0n,HK,HK,Huguenot Park Branch,Huguenot Park Non-Fiction,High Circ,0,HK
hka0v,HK,HK,Huguenot Park Branch,Huguenot Park Non-Print Media,High Circ,0,HK
hkar,HK,HK,Huguenot Park Branch,Huguenot Park Adult Reference,High Circ,0,HK
hkj,HK,HK,Huguenot Park Branch,Huguenot Park Children,High Circ,1,HK
hkj01,HK,HK,Huguenot Park Branch,Huguenot Park Children's Reference,High Circ,0,HK
hkj0a,HK,HK,Huguenot Park Branch,Huguenot Park Children's Easy Book,High Circ,0,HK
hkj0f,HK,HK,Huguenot Park Branch,Huguenot Park Children's Fiction,High Circ,0,HK
hkj0h,HK,HK,Huguenot Park Branch,Huguenot Park Children's Holiday Book,High Circ,0,HK
hkj0i,HK,HK,Huguenot Park Branch,Huguenot Park Children's Picture Book,High Circ,0,HK
hkj0l,HK,HK,Huguenot Park Branch,Huguenot Park Children's World Languages,High Circ,0,HK
hkj0n,HK,HK,Huguenot Park Branch,Huguenot Park Children's Non-Fiction,High Circ,0,HK
hkj0t,HK,HK,Huguenot Park Branch,Huguenot Park Children's Fairy Tale,High Circ,0,HK
hkj0v,HK,HK,Huguenot Park Branch,Huguenot Park Children's Non-Print Media,High Circ,0,HK
hkj0y,HK,HK,Huguenot Park Branch,Huguenot Park Children's Young Reader,High Circ,0,HK
hkjr,HK,HK,Huguenot Park Branch,Huguenot Park Children's Reference,High Circ,0,HK
hky,HK,HK,Huguenot Park Branch,Huguenot Park Young Adult,High Circ,1,HK
hky01,HK,HK,Huguenot Park Branch,Huguenot Park YA Reference,High Circ,0,HK
hky0f,HK,HK,Huguenot Park Branch,Huguenot Park YA Fiction,High Circ,0,HK
hky0l,HK,HK,Huguenot Park Branch,Huguenot Park YA World Languages,High Circ,0,HK
hky0n,HK,HK,Huguenot Park Branch,Huguenot Park YA Non-Fiction,High Circ,0,HK
hky0v,HK,HK,Huguenot Park Branch,Huguenot Park YA Non-Print Media,High Circ,0,HK
hkyr,HK,HK,Huguenot Park Branch,Huguenot Park Young Adult Reference,High Circ,0,HK
hkzzz,HK,HK,Huguenot Park Branch,Huguenot Park (error code),High Circ,0,HK
hl,HL,HL,Harlem Branch,Harlem,Mixed Use,0,HL
hla,HL,HL,Harlem Branch,Harlem Adult,Mixed Use,1,HL
hla01,HL,HL,Harlem Branch,Harlem Reference,Mixed Use,0,HL
hla03,HL,HL,Harlem Branch,Harlem Closed Shelf Reference,Mixed Use,0,HL
hla0f,HL,HL,Harlem Branch,Harlem Fiction,Mixed Use,0,HL
hla0l,HL,HL,Harlem Branch,Harlem World Languages,Mixed Use,0,HL
hla0n,HL,HL,Harlem Branch,Harlem Non-Fiction,Mixed Use,0,HL
hla0v,HL,HL,Harlem Branch,Harlem Non-Print Media,Mixed Use,0,HL
hla0w,HL,HL,Harlem Branch,Harlem Center for Reading & Writing,Mixed Use,0,HL
hlar,HL,HL,Harlem Branch,Harlem Adult Reference,Mixed Use,0,HL
hlj,HL,HL,Harlem Branch,Harlem Children,Mixed Use,1,HL
hlj01,HL,HL,Harlem Branch,Harlem Children's Reference,Mixed Use,0,HL
hlj0a,HL,HL,Harlem Branch,Harlem Children's Easy Book,Mixed Use,0,HL
hlj0f,HL,HL,Harlem Branch,Harlem Children's Fiction,Mixed Use,0,HL
hlj0h,HL,HL,Harlem Branch,Harlem Children's Holiday Book,Mixed Use,0,HL
hlj0i,HL,HL,Harlem Branch,Harlem Children's Picture Book,Mixed Use,0,HL
hlj0l,HL,HL,Harlem Branch,Harlem Children's World Languages,Mixed Use,0,HL
hlj0n,HL,HL,Harlem Branch,Harlem Children's Non-Fiction,Mixed Use,0,HL
hlj0t,HL,HL,Harlem Branch,Harlem Children's Fairy Tale,Mixed Use,0,HL
hlj0v,HL,HL,Harlem Branch,Harlem Children's Non-Print Media,Mixed Use,0,HL
hlj0y,HL,HL,Harlem Branch,Harlem Children's Young Reader,Mixed Use,0,HL
hljel,HL,HL,Harlem Branch,Harlem Children's Read Together: Storytime Kits,Mixed Use,0,HL
hljr,HL,HL,Harlem Branch,Harlem Children's Reference,Mixed Use,0,HL
hly,HL,HL,Harlem Branch,Harlem Young Adult,Mixed Use,1,HL
hly01,HL,HL,Harlem Branch,Harlem YA Reference,Mixed Use,0,HL
hly0f,HL,HL,Harlem Branch,Harlem YA Fiction,Mixed Use,0,HL
hly0l,HL,HL,Harlem Branch,Harlem YA World Languages,Mixed Use,0,HL
hly0n,HL,HL,Harlem Branch,Harlem YA Non-Fiction,Mixed Use,0,HL
hly0v,HL,HL,Harlem Branch,Harlem YA Non-Print Media,Mixed Use,0,HL
hlyr,HL,HL,Harlem Branch,Harlem Young Adult Reference,Mixed Use,0,HL
hlzzz,HL,HL,Harlem Branch,Harlem (error code),Mixed Use,0,HL
hp,HP,HP,Hudson Park Branch,Hudson Park,High Circ,0,HP
hpa,HP,HP,Hudson Park Branch,Hudson Park Adult,High Circ,1,HP
hpa01,HP,HP,Hudson Park Branch,Hudson Park Reference,High Circ,0,HP
hpa03,HP,HP,Hudson Park Branch,Hudson Park Closed Shelf Reference,High Circ,0,HP
hpa0f,HP,HP,Hudson Park Branch,Hudson Park Fiction,High Circ,0,HP
hpa0l,HP,HP,Hudson Park Branch,Hudson Park World Languages,High Circ,0,HP
hpa0n,HP,HP,Hudson Park Branch,Hudson Park Non-Fiction,High Circ,0,HP
hpa0v,HP,HP,Hudson Park Branch,Hudson Park Non-Print Media,High Circ,0,HP
hpa0w,HP,HP,Hudson Park Branch,Hudson Park Adult Learning Center,High Circ,0,HP
hpar,HP,HP,Hudson Park Branch,Hudson Park Adult Reference,High Circ,0,HP
hpj,HP,HP,Hudson Park Branch,Hudson Park Children,High Circ,1,HP
hpj01,HP,HP,Hudson Park Branch,Hudson Park Children's Reference,High Circ,0,HP
hpj0a,HP,HP,Hudson Park Branch,Hudson Park Children's Easy Book,High Circ,0,HP
hpj0f,HP,HP,Hudson Park Branch,Hudson Park Children's Fiction,High Circ,0,HP
hpj0h,HP,HP,Hudson Park Branch,Hudson Park Children's Holiday Book,High Circ,0,HP
hpj0i,HP,HP,Hudson Park Branch,Hudson Park Children's Picture Book,High Circ,0,HP
hpj0l,HP,HP,Hudson Park Branch,Hudson Park Children's World Languages,High Circ,0,HP
hpj0n,HP,HP,Hudson Park Branch,Hudson Park Children's Non-Fiction,High Circ,0,HP
hpj0t,HP,HP,Hudson Park Branch,Hudson Park Children's Fairy Tale,High Circ,0,HP
hpj0v,HP,HP,Hudson Park Branch,Hudson Park Children's Non-Print Media,High Circ,0,HP
hpj0y,HP,HP,Hudson Park Branch,Hudson Park Children's Young Reader,High Circ,0,HP
hpjr,HP,HP,Hudson Park Branch,Hudson Park Children's Reference,High Circ,0,HP
hpy,HP,HP,Hudson Park Branch,Hudson Park Young Adult,High Circ,1,HP
hpy01,HP,HP,Hudson Park Branch,Hudson Park YA Reference,High Circ,0,HP
hpy0f,HP,HP,Hudson Park Branch,Hudson Park YA Fiction,High Circ,0,HP
hpy0l,HP,HP,Hudson Park Branch,Hudson Park YA World Languages,High Circ,0,HP
hpy0n,HP,HP,Hudson Park Branch,Hudson Park YA Non-Fiction,High Circ,0,HP
hpy0v,HP,HP,Hudson Park Branch,Hudson Park YA Non-Print Media,High Circ,0,HP
hpyr,HP,HP,Hudson Park Branch,Hudson Park Young Adult Reference,High Circ,0,HP
hpzzz,HP,HP,Hudson Park Branch,Hudson Park (error code),High Circ,0,HP
hs,HS,HSR,Hunt's Point Branch,Hunt's Point,Mixed Use,0,HSR
hsa,HS,HSR,Hunt's Point Branch,Hunt's Point Adult,Mixed Use,1,HSR
hsa01,HS,HSR,Hunt's Point Branch,Hunt's Point Reference,Mixed Use,0,HSR
hsa03,HS,HSR,Hunt's Point Branch,Hunt's Point Closed Shelf Reference,Mixed Use,0,HSR
hsa0f,HS,HSR,Hunt's Point Branch,Hunt's Point Fiction,Mixed Use,0,HSR
hsa0l,HS,HSR,Hunt's Point Branch,Hunt's Point World Languages,Mixed Use,0,HSR
hsa0n,HS,HSR,Hunt's Point Branch,Hunt's Point Non-Fiction,Mixed Use,0,HSR
hsa0v,HS,HSR,Hunt's Point Branch,Hunt's Point Non-Print Media,Mixed Use,0,HSR
hsa0w,HS,HSR,Hunt's Point Branch,Hunt's Point Adult Learning Center,Mixed Use,0,HSR
